ku_id,ku_name,ka,core_tire1_hour,core_tire2_hour,includes_electives,topic_core_tire1,topic_core_tire2,outcome1,outcome2,KU_keyword_cat,KU_keyword,E,F
ku17,Modeling and Simulation,CN,0,0,Y,"Purpose of modeling and simulation including optimization. supporting decision making;  forecasting;  safety considerations;  for training and education.   Tradeoffs including performance  accuracy  validity  and complexity.  The simulation process;  identification of key characteristics or behaviors;  simplifying assumptions;  validation of outcomes.  Model building;  use of mathematical formulas or equations ; graphs;  constraints;  methodologies and techniques ; use of time stepping for dynamic systems.  Formal models and modeling techniques;  mathematical descriptions involving simplifying assumptions
and avoiding detail. Examples of techniques include:  Monte Carlo methods.  Stochastic processes. Queuing theory.Petri nets and colored Petri nets. Graph structures such as directed graphs;  trees;  networks.Games;  game theory;  the modeling of things using game theory.Linear programming and its extensions. Dynamic programming. Differential equations;  ODE;  PDE.  Non-linear techniques State spaces and transitions.  Assessing and evaluating models and simulations in a variety of contexts;  verification and validation of models and simulations. Important application areas including health care and diagnostics;  economics and finance;  city and urban planning;  science  ;and engineering.  Software in support of simulation and modeling; packages;  languages",,Explain and give examples of the benefits of simulation and modeling in a range of important application areas.  Demonstrate the ability to apply the techniques of modeling and simulation to a range of problem areas. Explain the constructs and concepts of a particular modeling approach. Explain the difference between validation and verification of a model  demonstrate the difference with specific examples 1 5. Verify and validate the results of a simulation.  Evaluate a simulation  highlighting the benefits and the drawbacks. Choose an appropriate modeling approach for a given problem or situation.  Compare results from different simulations of the same situation and explain any differences. Infer the behavior of a system from the results of a simulation of the system. Extend or adapt an existing model to a new situation. ,,Monte_Carlo_method;Process_simulation;Simulation,Monte_Carlo_method;Mathematical_economics;Canadians;Validity_(statistics);Decision_support_system;Important_Bird_Area;Petri_net;Unique_name_assumption;Formula;Linear_programming;Object-modeling_technique;Safety;Dynamical_system;Step_Back_in_Time;Stochastic_process;Queueing_theory;Dynamic_programming;Game_theory;Graph_(abstract_data_type);Health_care;Urban_planning;Level_of_detail;Model_building;Single-access_key,,
ku18,Processing,CN,0,0,Y,Fundamental programming concepts.  The concept of an algorithm consisting of a finite number of well-defined steps  each of which completes in a finite amount of time ; as does the entire process.  Examples of well-known algorithms such as sorting and searching.  The concept of analysis as understanding what the problem is really asking ; how a problem can be approached using an algorithm;  and how information is represented so that a machine can process it. The development or identification of a workflow.  The process of converting an algorithm to machine-executable code.  Software processes including lifecycle models ; requirements;  design;  implementation;  verification and maintenance.   Machine representation of data computer arithmetic.   Numerical methods. Algorithms for numerically fitting data (e.g.  Newton's method). Architectures for numerical computation;  including parallel architectures.  Fundamental properties of parallel and distributed computation.   Bandwidth.  Latency.  Scalability.  Granularity.  Parallelism including task;  data;  and event parallelism.  Parallel architectures including processor architectures  memory and caching.  Parallel programming paradigms including threading  message passing ; event driven techniques;  parallel software architectures;  and MapReduce.  Grid computing. The impact of architecture on computational time.  Total time to science curve for parallelism  continuum of things.   Computing costs  e.g.  the cost of re-computing a value vs. the cost of storing and lookup.,,Explain the characteristics and defining properties of algorithms and how they relate to machine processing. Analyze simple problem statements to identify relevant information and select appropriate processing to solve the problem. Identify or sketch a workflow for an existing computational process such as the creation of a graph based on experimental data. Describe the process of converting an algorithm to machine-executable code. Summarize the phases of software development and compare several common lifecycle models.  Explain how data is represented in a machine. Compare representations of integers to floating point numbers. Describe underflow  overflow  round off  and truncation errors in data representations.  Apply standard numerical algorithms to solve ODEs and PDEs. Use computing systems to solve systems of equations. Describe the basic properties of bandwidth  latency  scalability and granularity. Describe the levels of parallelism including task  data  and event parallelism. Compare and contrast parallel programming paradigms recognizing the strengths and weaknesses of each. Identify the issues impacting correctness and efficiency of a computation.  Design  code  test and debug programs for a parallel computation.,,Curve_fitting;Numerical_analysis;Finite_difference,Message_passing;Fundamental_Concepts_in_Programming_Languages;Event-driven_process_chain;Arithmetic_coding;Curve_fitting;Shared_memory;Programming_paradigm;Parallel_computing;Software_development_process;Fundamental_frequency;Symposium_on_Parallelism_in_Algorithms_and_Architectures;Psychophysical_parallelism;Product_lifecycle;Distributed_computing;Parallel_curve;Executable;Numerical_analysis;Finite_number;Canadians;Finite_difference;Grid_computing;Computational_geometry;Cloud_computing;Task_parallelism,,
ku19,Interactive Visualization,CN,0,0,Y,Principles of data visualization.   Graphing and visualization algorithms.  Image processing techniques.  Scalability concerns,,Compare common computer interface mechanisms with respect to ease-of-use  learnability  and cost. Use standard APIs and tools to create visual displays of data  including graphs  charts  tables  and histograms. Describe several approaches to using a computer as a means for interacting with and processing data.  Extract useful information from a dataset.  Analyze and select visualization techniques for specific problems.  Describe issues related to scaling data analysis from small to large data sets. ,,Image_processing;Data_visualization,Image_processing;Flow_visualization,,
ku20,Data  Information  and Knowledge,CN,0,0,Y,"Content management models, frameworks, systems, design methods (as in IM. Information Management). Digital representations of content including numbers, text, images (e.g., raster and vector), video (e.g., QuickTime, MPEG2, MPEG4), audio (e.g., written score, MIDI, sampled digitized sound track) and animations; complex; composite; aggregate objects; FRBR. Digital content creation; capture and preservation, including digitization, sampling, compression, conversion, transformation; translation, migration; emulation, crawling, harvesting. Content structure ;  management, including digital libraries and static; dynamic; stream aspects for:. Data: data structures, databases. Information: document collections, multimedia pools, hyperbases (hypertext, hypermedia),catalogs, repositories. Knowledge: ontologies, triple stores, semantic networks, rules. Processing and pattern recognition, including indexing, searching (including: queries and query languages; central ;  federated ;  P2P), retrieving, clustering, classifying; categorizing, analyzing; mining; extracting, rendering, reporting, handling transactions. User ; society support for presentation and interaction, including browse, search, filter, route, visualize, share, collaborate, rate, annotate, personalize, recommend. Modeling, design, logical and physical implementation, using relevant systems; software.",,Identify all of the data  information  and knowledge elements and related organizations  for a computational science application.  Describe how to represent data and information for processing. Describe typical user requirements regarding that data  information  and knowledge. Select a suitable system or software implementation to manage data  information  and knowledge.  List and describe the reports  transactions  and other processing needed for a computational science application. Compare and contrast database management  information retrieval  and digital library systems with regard to handling typical computational science applications.  Design a digital library for some computational science users societies  with appropriate content and services.,,Content_management;Information_management;Query_language,"Sound_editor_(filmmaking);Data_structure;Document_management_system;Content_creation;Content_management;Information_management;Digital_data;Digital_library;Aggregate_pattern;Streaming_media;Rodgers_Stores;Support_(mathematics);Implement;Automated_cash_handling;Query_language;Semantic_network;Pattern_recognition;Ontology_(information_science);Cocoroc,_Victoria;Score;Substructural_type_system;Design_methods;Content;Management;Design;System;Analysis;Categorization;Classification;Mining;Extract;Reporting",,
ku21,Numerical Analysis,CN,0,0,Y,Error  stability;  convergence;including truncation and round-off. Function approximation including Taylor's series;  interpolation;  extrapolation; and regression. Numerical differentiation and integration (Simpson's Rule;  explicit and implicit methods). Differential equations (Euler's Method  finite differences).,,Define error  stability  machine precision concepts and the inexactness of computational approximations.  Implement Taylor series  interpolation  extrapolation  and regression algorithms for approximating functions. Implement algorithms for differentiation and integration. Implement algorithms for solving differential equations. ,,Finite_difference_method;Numerical_stability;Numerical_differentiation,Finite_difference_method;Numerical_stability;Numerical_differentiation;Approximation_theory;Explicit_and_implicit_methods;Differential_equation;Leonhard_Euler,,
ku22,Sets  Relations  and Functions,DS,4,0,N,Sets.  Venn diagrams. Union  intersection;  complement.   Cartesian product.  Power sets   Cardinality of finite sets. Relations;   Reflexivity ;  symmetry;  transitivity.   Equivalence relations  partial orders.  Functions;   Surjections;  injections;  bijections.   Inverses.  Composition.,,Explain with examples the basic terminology of functions  relations  and sets.  Perform the operations associated with sets  functions  and relations. Relate practical examples to the appropriate set  function  or relation model  and interpret the associated operations and terminology in context. ,,Equivalence_relation;Cardinality;Cartesian_product,Equivalence_relation;Cardinality;Cartesian_product;Finite_set;Venn_diagram;Intersection_(set_theory),,
ku23,Basic Logic,DS,9,0,N,Propositional logic (cross-reference  Propositional logic is also reviewed in IS Knowledge Based Reasoning).   Logical connectives.   Truth tables.   Normal forms (conjunctive and disjunctive).  Validity of well-formed formula.   Propositional inference rules (concepts of modus ponens and modus tollens).   Predicate logic ;  Universal and existential quantification.   Limitations of propositional and predicate logic (e.g.  expressiveness issues),,Convert logical statements from informal language to propositional and predicate logic expressions.   Apply formal methods of symbolic propositional and predicate logic  such as calculating validity of formulae and computing normal forms.  Use the rules of inference to construct proofs in propositional and predicate logic.   Describe how symbolic logic can be used to model real-life situations or applications  including those arising in computing contexts such as software analysis (e.g.  program correctness)  database queries  and algorithms. Apply formal logic proofs and or informal  but rigorous  logical reasoning to real problems  such as predicting the behavior of software or solving problems such as puzzles.   Describe the strengths and limitations of propositional and predicate logic. ,,Knowledge_representation_and_reasoning;Rule_of_inference;Propositional_calculus,Knowledge_representation_and_reasoning;Rule_of_inference;Non-classical_logic;Propositional_calculus;Predicate_(mathematical_logic);Modus_ponens;Existential_quantification,,
ku24,Proof Techniques,DS,10,1,N,Notions of implication;  equivalence;  converse;  inverse;  contrapositive ; negation ; and contradiction.  The structure of mathematical proofs.   Direct proofs.   Disproving by counterexample.   Proof by contradiction.   Induction over natural numbers.   Structural induction.   Weak and strong induction (i.e.  First and Second Principle of Induction).   Recursive mathematical definitions,Well orderings,Identify the proof technique used in a given proof. Outline the basic structure of each proof technique (direct proof  proof by contradiction  and induction) described in this unit.  Apply each of the proof techniques (direct proof  proof by contradiction  and induction) correctly in the construction of a sound argument.  Determine which type of proof is best for a given problem.   Explain the parallels between ideas of mathematical and or structural induction to recursion and recursively defined structures. Explain the relationship between weak and strong induction and give examples of the appropriate use of each.  ,State the well-ordering principle and its relationship to mathematical induction.,Recursive_definition;Mathematical_proof;Natural_number,Recursive_definition;Mathematical_proof;Natural_number;Structural_induction;Induction;Equivalence,,
ku25,Basics of Counting,DS,5,0,N,Counting arguments. Set cardinality and counting.   Sum and product rule.   Inclusion-exclusion principle.   Arithmetic and geometric progressions.   The pigeonhole principle.   Permutations and combinations.  Basic definitions.   Pascal's identity.   The binomial theorem   Solving recurrence relations (cross-reference  AL Basic Analysis).   An example of a simple recurrence relation  such as Fibonacci numbers.   Other examples  showing a variety of solutions.   Basic modular arithmetic.,,Apply counting arguments  including sum and product rules  inclusion-exclusion principle and arithmetic geometric progressions.  Apply the pigeonhole principle in the context of a formal proof.   Compute permutations and combinations of a set  and interpret the meaning in the context of the particular application. Map real-world applications to appropriate counting formalisms  such as determining the number of ways to arrange people around a table  subject to constraints on the seating arrangement  or the number of ways to determine certain hands in cards (e.g.  a full house).   Solve a variety of basic recurrence relations.   Analyze a problem to determine underlying recurrence relations.     Perform computations involving modular arithmetic. ,,Recurrence_relation;Product_rule;Inclusion?“exclusion_principle,Recurrence_relation;Myelin_basic_protein;Modular_arithmetic;Definition;Analytic_hierarchy_process_?“_car_example;Generalizations_of_Fibonacci_numbers;Pigeonhole_principle,,
ku26,Graphs and Trees,DS,3,1,N,Trees/graph.  Properties;   Traversal strategies. Undirected graphs.  Directed graphs.   Weighted graphs.,Spanning trees forests.   Graph isomorphism,Illustrate by example the basic terminology of graph theory  as well as some of the properties and special cases of each type of graph tree.  Demonstrate different traversal methods for trees and graphs  including pre-  post-  and in-order traversal of trees.  Model a variety of real-world problems in computer science using appropriate forms of graphs and trees  such as representing a network topology or the organization of a hierarchical file system.   Show how concepts from graphs and trees appear in data structures  algorithms  proof techniques (structural induction)  and counting.  ,Explain how to construct a spanning tree of a graph.  Determine if two graphs are isomorphic. ,Spanning_tree;Tree_(graph_theory);Graph_isomorphism,Spanning_tree;Directed_graph;Graph_isomorphism,,
ku27,Discrete Probability,DS,6,2,N,Finite probability; space;   events.   Axioms of probability and probability measures.  Conditional probability;  Bayes theorem.   Independence.   Integer random variables (Bernoulli  binomial).  Expectation ;  including Linearity of Expectation,Variance.   Conditional Independence,Calculate probabilities of events and expectations of random variables for elementary problems such as games of chance.   Differentiate between dependent and independent events.   Identify a case of the binomial distribution and compute a probability using that distribution.  Apply Bayes theorem to determine conditional probabilities in a problem. Apply the tools of probability to solve problems such as the average case analysis of algorithms or analyzing hashing. ,Compute the variance for a given probability distribution. Explain how events that are independent can be conditionally dependent (and vice-versa). Identify realworld examples of such cases.  ,Random_variable;Bernoulli_trial;Bayes'_theorem,Random_variable;Bernoulli_trial;Conditional_probability;Probability_theory;Probability_measure;Conditional_independence,,
ku28,Fundamental Concepts,GV,2,1,Y,Media applications including user interfaces;   audio and video editing;   game engines ;  cad;   visualization;   virtual reality.   Digitization of analog data;   resolution;   and the limits of human perception;   e.g.   pixels for visual display;   dots for laser printers;   and samples for audio (HCI Foundations).   Use of standard APIs for the construction of UIs and display of standard media formats (see HCI GUI construction).   Standard media formats   including lossless and lossy formats.,Additive and subtractive color models (CMYK and RGB) and why these provide a range of colors.   Tradeoffs between storing data and re-computing data as embodied by vector and raster representations of images.   Animation as a sequence of still images,Identify common uses of digital presentation to humans (e.g.   computer graphics   sound).   Explain in general terms how analog signals can be reasonably represented by discrete samples   for example   how images can be represented by pixels.   Explain how the limits of human perception affect choices about the digital representation of analog signals.  Construct a simple user interface using a standard API.  Describe the differences between lossy and lossless image compression techniques   for example as reflected in common graphics image file formats such as JPG   PNG   MP3   MP4   and GIF.  ,"Describe color models and their use in graphics display devices. Describe the tradeoffs between storing information vs. storing enough information to reproduce the information   as in the difference between vector and raster rendering.  Describe the basic process of producing continuous motion from a sequence of discrete frames (sometimes
called ""flicker fusion""). 
  Describe how double-buffering can remove flicker from animation.  ",Subtractive_color;Digital_container_format;User_experience_design,Subtractive_color;Digital_container_format;User_experience_design;Application_software;Lossy_compression;List_of_Java_APIs;Human?“computer_interaction;Laser_printing;Perception;Canadians;Distributed_data_store;Scan_line;User_interface;Video_editing;Game_engine,,
ku29,Basic Rendering,GV,0,0,Y,Rendering in nature;   e.g.   the emission and scattering of light and its relation to numerical integration.   Forward and backward rendering (i.e.   ray-casting and rasterization).  Polygonal representation.  Basic radiometry;   similar triangles   and projection model.   Affine and coordinate system transformations. Ray tracing   Visibility and occlusion;   including solutions to this problem such as depth buffering;   Painter's algorithm ;  and ray tracing.  The forward and backward rendering equation.  Simple triangle rasterization.   Rendering with a shader-based API.   Texture mapping   including minification and magnification (e.g.   trilinear MIP-mapping).   Application of spatial data structures to rendering.   Sampling and anti-aliasing.   Scene graphs and the graphics pipeline.,,Discuss the light transport problem and its relation to numerical integration i.e.   light is emitted   scatters around the scene   and is measured by the eye. [Familiarity] 2. Describe the basic graphics pipeline and how forward and backward rendering factor in this.  Create a program to display 3D models of simple graphics images.  Derive linear perspective from similar triangles by converting points (x   y   z) to points (x z   y z   1). Obtain 2-dimensional and 3-dimensional points by applying affine transformations.   Apply 3-dimensional coordinate system and the changes required to extend 2D transformation operations to handle transformations in 3D. Contrast forward and backward rendering.  Explain the concept and applications of texture mapping   sampling   and anti-aliasing.   Explain the ray tracing rasterization duality for the visibility problem.   Implement simple procedures that perform transformation and clipping operations on simple 2-dimensional images. Implement a simple real-time renderer using a rasterization API (e.g.   OpenGL) using vertex buffers and shaders.   Compare and contrast the different rendering techniques.  Compute space requirements based on resolution and color coding.  Compute time requirements based on refresh rates   rasterization techniques.  ,,Spatial_analysis;Beam_tracing;Rendering_(computer_graphics),Coordinate_system;Spatial_analysis;Beam_tracing;Rasterisation;Rendering_(computer_graphics);Ray_tracing_(graphics);Map_projection;Similarity_(geometry);Texture_mapping;Unified_shader_model;Z-buffering;Radiance,,
ku30,Geometric Modeling,GV,0,0,Y,Basic geometric operations such as intersection calculation and proximity tests.   Volumes   voxels   and point-based representations.   Parametric polynomial curves and surfaces   Implicit representation of curves and surfaces.   Approximation techniques such as polynomial curves;  Bezier curves;   spline curves and surfaces;   and nonuniform rational basis (NURB) spines;   and level set method.   Surface representation techniques including tessellation;   mesh representation;   mesh fairing;   and mesh generation techniques such as Delaunay triangulation;   marching cubes.  Spatial subdivision techniques.   Procedural models such as fractals;   generative modeling;   and L-systems.   Graftals   cross referenced with programming languages (grammars to generated pictures).   Elastically deformable and freeform deformable models.   Subdivision surfaces.   Multiresolution modeling   Reconstruction.  Constructive Solid Geometry (CSG) representation.,,Represent curves and surfaces using both implicit and parametric forms.  Create simple polyhedral models by surface tessellation.  Generate a mesh representation from an implicit surface.   Generate a fractal model or terrain using a procedural method.  Generate a mesh from data points acquired with a laser scanner.   Construct CSG models from simple primitives   such as cubes and quadric surfaces.   Contrast modeling approaches with respect to space and time complexity and quality of image. ,,Non-uniform_rational_B-spline;Level_set_method;Constructive_solid_geometry,Non-uniform_rational_B-spline;Level_set_method;Geometric_calculus;Coronary_artery_bypass_surgery;Constructive_solid_geometry;Contourlet;Geomatics;Parallel_mesh_generation;BÃ©zier_surface;Clay_animation;Parametric_equation;Implicit_surface;Approximation_algorithm;Polygon_mesh,,
ku31,Advanced Rendering,GV,0,0,Y,"Solutions and approximations to the rendering equation;   for example;  Distribution ray tracing and path tracing; Photon mapping;  Bidirectional path tracing;  Reyes (micropolygon) rendering;  Metropolis light transport.  Time (motion blur)   lens position (focus);   and continuous frequency (color) and their impact on rendering. Shadow mapping. Occlusion culling.  Bidirectional Scattering Distribution function (BSDF) theory and microfacets. Subsurface scattering.  Area light sources.  Hierarchical depth buffering  The Light Field;   image-based rendering. Non-photorealistic rendering.
  GPU architecture. Human visual systems including adaptation to light;   sensitivity to noise;   and flicker fusion",,Demonstrate how an algorithm estimates a solution to the rendering equation. Prove the properties of a rendering algorithm   e.g.   complete   consistent   and unbiased.    Analyze the bandwidth and computation demands of a simple algorithm.  Implement a non-trivial shading algorithm (e.g.   toon shading   cascaded shadow maps) under a rasterization API.   Discuss how a particular artistic technique might be implemented in a renderer.  Explain how to recognize the graphics techniques used to create a particular image.   Implement any of the specified graphics techniques using a primitive graphics system at the individual pixel level.  Implement a ray tracer for scenes using a simple (e.g.   Phong model) BRDF plus reflection and refraction.  ,,Bidirectional_scattering_distribution_function;Distributed_ray_tracing;Image-based_modeling_and_rendering,Bidirectional_scattering_distribution_function;Distributed_ray_tracing;Visual_system;HyperZ;Path_tracing;Metropolis_light_transport;Synchrotron_light_source;Subsurface_scattering;Light-field_camera;Occlusion;Flicker_fusion_threshold;Continuous-wave_radar,,
ku32,Computer Animation,GV,0,0,Y,Forward and inverse kinematics.   Collision detection and response.   Procedural animation using noise ; rules (boids crowds);   and particle systems.   Skinning algorithms.   Physics based motions including rigid body dynamics;   physical particle systems;   mass-spring networks for cloth and flesh and hair.  Key-frame animation.   Splines.   Data structures for rotations;   such as quaternions.   Camera animation.   Motion capture,,Compute the location and orientation of model parts using a forward kinematic approach.  Compute the orientation of articulated parts of a model from a location and orientation using an inverse kinematic approach.   Describe the tradeoffs in different representations of rotations. Implement the spline interpolation method for producing in-between positions and orientations. Implement algorithms for physical modeling of particle dynamics using simple Newtonian mechanics   for example Witkin & Kass   snakes and worms   symplectic Euler   Stormer Verlet   or midpoint Euler methods.  Discuss the basic ideas behind some methods for fluid dynamics for modeling ballistic trajectories   for example for splashes   dust   fire   or smoke.   Use common animation software to construct simple organic forms using metaball and skeleton.  ,,Particle_system;Collision_detection;Key_frame,Database_of_Molecular_Motions;Rigid_body_dynamics;Particle_system;Collision_detection;Key_frame;Data_structure;Motion_capture,,
ku33,Visualization,GV,0,0,Y,Visualization of 2D/3D scalar fields;  color mapping ;  isosurfaces.   Direct volume data rendering;  ray-casting   transfer functions;   segmentation.   Visualization o;f    Vector fields and flow data.   Time-varying data.   High-dimensional data  dimension;  reduction   parallel coordinates.     Non-spatial data;  multi-variate;   tree/graph; structured;   text.  Perceptual and cognitive foundations that drive visual abstractions.  Visualization design.   Evaluation of visualization methods.   Applications of visualization.,,Describe the basic algorithms for scalar and vector visualization.  Describe the tradeoffs of visualization algorithms in terms of accuracy and performance.  Propose a suitable visualization design for a particular combination of data characteristics and application tasks.   Analyze the effectiveness of a given visualization for a particular task.   Design a process to evaluate the utility of a visualization algorithm or system.  Recognize a variety of applications of visualization including representations of scientific   medical   and mathematical data  flow visualization  and spatial analysis.  ,,Volume_rendering;Data_flow_diagram;Visualization_(graphics),Scalar_field;Volume_rendering;High-energy_X-rays;Technology_in_Revelation_Space;PQS_(chemical);Dimension;Vector_field;Canadians;Data_flow_diagram,,
ku34,Foundations,HCI,4,0,N,"Contexts for HCI (anything with a user interface;  e.g.   webpage;   business applications;   mobile applications;  and games).   Processes for user-centered development;   e.g.   early focus on users;   empirical testing;   iterative design.  Different measures for evaluation   e.g.   utility;   efficiency;  learnability ;  user satisfaction.   Usability heuristics and the principles of usability testing.  Physical capabilities that inform interaction design,   e.g.   color perception,   ergonomics.  Cognitive models that inform interaction design,   e.g.   attention,   perception and recognition,   movement,   and memory;  gulfs of expectation and execution.   Social models that inform interaction design,   e.g.   culture ,  communication,   networks and organizations.   Principles of good design and good designers ; engineering tradeoffs.   Accessibility;   e.g.   interfaces for differently-abled populations (e.g.   blind   motion-impaired).   Interfaces for differently-aged population groups (e.g.   children   80+).",,Discuss why human-centered software development is important.   Summarize the basic precepts of psychological and social interaction.  Develop and use a conceptual vocabulary for analyzing human interaction with software  affordance   conceptual model   feedback   and so forth.   Define a user-centered design process that explicitly takes account of the fact that the user is not like the developer or their acquaintances.   Create and conduct a simple usability test for an existing software application. ,,Iterative_design;User_interface;Visual_impairment,Population_study;Inform;Good_Design_Award_(Chicago);Iterative_design;European_social_model;Designer;Cognitive_model;Physical_fitness;Satisfaction;Empirical_research;Heuristics_in_judgment_and_decision-making;Trade-off;Business_software;User_interface;Juice_Plus;Mobile_application_development;Visual_impairment,,
ku35,Designing Interaction,HCI,0,4,N,"Principles of graphical user interfaces (GUIs).   Elements of visual design (layout ;  color  ; fonts ;  labeling).   Task analysis,   including qualitative aspects of generating task analytic models.   Low-fidelity (paper) prototyping.   Quantitative evaluation techniques ;  e.g.   keystroke-level evaluation.   Help and documentation.   Handling human system failure. User interface standards.",,For an identified user group   undertake and document an analysis of their needs.  Create a simple application   together with help and documentation   that supports a graphical user interface. Conduct a quantitative evaluation and discuss report the results.  Discuss at least one national or international user interface design standard.  ,,User_interface;Graphical_user_interface;Communication_design,Handle_System;Predictive_analytics;User_interface;Graphical_user_interface;Quantitative_psychology;Task_analysis;Keystroke-level_model,,
ku36,Programming Interactive Systems,HCI,0,0,Y,Software Architecture Patterns;   e.g.;   Model-View controller ; command objects ;  online;   offline (cross reference PL /Event Driven and Reactive Programming;   where MVC is used in the context of event-driven programming).   Interaction Design Patterns;  visual hierarchy ;  navigational distance.   Event management and user interaction.   Geometry management (cross-reference GV /Geometric Modelling).   Choosing interaction styles and interaction techniques.   Presenting information  navigation   representation   manipulation.  Interface animation techniques (e.g.   scene graphs).   Widget classes and libraries.   Modern GUI libraries (e.g. iOS   Android   JavaFX) GUI builders and UI programming environments (crossreference PBD Mobile Platforms).   Declarative Interface Specification  Stylesheets and DOMs.   Data-driven applications (database-backed web pages).   Cross-platform design.   Design for resource-constrained devices (e.g. small   mobile devices).,,Explain the importance of Model-View controller to interface programming.   Create an application with a modern graphical user interface.  Identify commonalities and differences in UIs across different platforms. Explain and use GUI programming concepts  event handling   constraint-based layout management   etc.  ,,3D_interaction;Crucifixion;XUL;Skeletal_animation,3D_interaction;Crucifixion;JTS_Topology_Suite;;XUL;Skeletal_animation;Architectural_pattern;JavaFX;Mobile_device;Web_page;Parasocial_interaction;Deployment_environment;Interaction_design,,
ku37,User-Centered Design & Testing,HCI,0,0,Y,Approaches to   and characteristics of   the design process.   Functionality and usability requirements (cross-reference to SE/Requirements Engineering).   Techniques for gathering requirements;   e.g.   interviews;  surveys;   ethnographic and contextual enquiry.   Techniques and tools for the analysis and presentation of requirements   e.g.   reports   personas.   Prototyping techniques and tools;   e.g.   sketching;   storyboards;   low-fidelity prototyping ;  wireframes.   Evaluation without users;   using both qualitative and quantitative techniques;   e.g.   walkthroughs;   GOMS;   expert-based analysis;   heuristics;   guidelines;  and standards.   Evaluation with users;   e.g.   observation;   think-aloud   interview;  survey;   experiment.   Challenges to effective evaluation;   e.g.   sampling   ;generalization.   Reporting the results of evaluations.   Internationalization;   designing for users from other cultures   cross-cultural.,,Explain how user-centered design complements other software process models.  Use lo-fi (low fidelity) prototyping techniques to gather   and report   user responses.   Choose appropriate methods to support the development of a specific UI.   Use a variety of techniques to evaluate a given UI.  Compare the constraints and benefits of different evaluative methods. ,,Paper_prototyping;Usability;Experiment;Storyboard,Systems_engineering;Requirements_elicitation;Paper_prototyping;Srishti_School_of_Art_Design_and_Technology;Cross-cultural_studies;Persona_(series);Process_design;Usability;Canadians;Quantitative_research;Expert_witness;Prototype;Evaluation;Requirement;Technique;Analysis,,
ku38,New Interactive Technologies,HCI,0,0,Y,Choosing interaction styles and interaction techniques.   Representing information to users;  navigation;   representation;   manipulation.   Approaches to design;  implementation and evaluation of non-mouse interaction.   Touch and multi-touch interfaces.  Shared   embodied   and large interfaces.   New input modalities (such as sensor and location data). New Windows   e.g.   iPhone;   Android.Speech recognition and natural language processing (cross reference IS Natural Language Processing).   Wearable and tangible interfaces.   Persuasive interaction and emotion. Ubiquitous and context-aware interaction technologies (Ubicomp).  Bayesian inference (e.g. predictive text   guided pointing).  Ambient peripheral display and interaction.,,Describe when non-mouse interfaces are appropriate.  Understand the interaction possibilities beyond mouse-and-pointer interfaces.  Discuss the advantages (and disadvantages) of non-mouse interfaces.  ,,Natural_language_processing;Context_awareness;Interaction_technique,Predictive_analytics;Ambient_device;Natural_language_processing;Context_awareness;Parasocial_interaction;Persuasive_technology;Canadians;Interaction_technique;Input_device;Location-based_service;Tangible_user_interface;Speech_recognition,,
ku39,Collaboration & Communication,HCI,0,0,Y,Asynchronous group communication;   e.g.   e-mail;   forums;   social networks.   Synchronous group communication;   e.g.   chat rooms;   conferencing;   online games.   Social media;  social computing;   and social network analysis.   Online collaboration   'smart' spaces;  and social coordination aspects of workflow technologies.   Online communities; Software characters and intelligent agents   virtual worlds and avatars (cross-reference IS Agents).   Social psychology.,,Describe the difference between synchronous and asynchronous communication.  Compare the HCI issues in individual interaction with group interaction.  Discuss several issues of social concern raised by collaborative software.  Discuss the HCI issues in software that embodies human intention.  ,,Virtual_intelligence;Asynchronous_communication;Social_network_analysis,Virtual_intelligence;Asynchronous_communication;Large-group_communication;Social_network_analysis;Ministry_of_Labour_and_Social_Affairs_(Iran);Social_media;Social_computing;Social_psychology,,
ku40,Statistical Methods for HCI,HCI,0,0,Y,t-tests.   ANOVA.   Randomization (non-parametric) testing   within vs. between-subjects design.  Calculating effect size.  Exploratory data analysis.   Presenting statistical data.   Combining qualitative and quantitative results.,,Explain basic statistical concepts and their areas of application.  Extract and articulate the statistical arguments used in papers that quantitatively report user studies.   Design a user study that will yield quantitative results. Conduct and report on a study that utilizes both qualitative and quantitative evaluation. ,,Sample_size_determination;Exploratory_data_analysis;Data_dredging,Sample_size_determination;Exploratory_data_analysis;Data_dredging;Center_for_Qualitative_Psychology,,
ku41,Human Factors & Security,HCI,0,0,Y,Applied psychology and security policies.   Security economics.   Regulatory environments ? responsibility;   liability and self-determination.   Organizational vulnerabilities and threats.   Usability design and security.   Pretext   impersonation and fraud ;  e.g.   phishing and spear phishing (cross-reference IAS Threats and Attacks).   Trust   privacy and deceptio.n   Biometric authentication (camera   voice).  Identity management,,Explain the concepts of phishing and spear phishing   and how to recognize them.  Describe the issues of trust in interface design with an example of a high and low trust system. Design a user interface for a security mechanism.   Explain the concept of identity management and its importance.   Analyze a security policy and or procedures to show where they consider   or fail to consider   human factors. ,,Information_security;Usability;Applied_psychology,Information_security;Usability;Applied_psychology;Privacy;Vulnerability_(computing);Social_engineering_(security);Biometrics;Regulatory_science,,
